030087,恆大永豐0A購01,030088,長興永豐0A購01,
030089,喬山永豐0A購01,030090,春源永豐0A購01,
030091,泰豐永豐0A購01,030092,南帝永豐0A購01,
030093,為升永豐0A購01,030094,台積電永豐0A購01,
030095,圓剛永豐0A購01,030096,仲琦永豐0A購01,
030097,聯發科永豐0B購01,030098,盟立永豐0A購02,
030099,立隆電永豐0A購01,03009X,元展09,
030100,長榮永豐0A購01,030101,新興永豐0A購01,
030102,東森永豐0A購01,030103,台航永豐0A購01,
030104,高鐵永豐0A購01,030105,奇鋐永豐0A購01,
030106,聯詠永豐0A購01,030107,欣興永豐0A購02,
030108,日電貿永豐0A購01,030109,明泰永豐0A購01,
03010X,元展10,030110,玉晶光永豐0A購02,
030111,群創永豐0A購02,030112,台勝科永豐0A購01,
030113,嘉威永豐0A購01,030114,松翰永豐0A購01,
030115,達運永豐0A購02,030116,盛群永豐0A購01,
030117,安集永豐0A購01,030118,台灣50凱基0C購02,
030119,恆大凱基12購01,030120,岱宇凱基0A購01,
030121,正隆凱基12購01,030122,南帝凱基14購01,
030123,台揚凱基12購01,030124,鴻海凱基0A購15,
030125,鴻海凱基0B購10,030126,台積電凱基0B購06,
030127,台積電凱基0B購07,030128,凌陽凱基0A購02,
030129,聯發科凱基14購01,03012X,元展12,
030130,聯發科凱基14購02,030131,盟立凱基0A購01,
030132,益航凱基12購01,030133,長榮凱基13購01,
030134,長榮凱基14購01,030135,農林凱基11購01,
030136,威健凱基11購01,030137,聯詠凱基0A購03,
030138,景碩凱基0A購01,030139,玉晶光凱基12購01,
03013Q,恒指麥證04售04,03013X,元展13,
030140,台勝科凱基11購01,030141,台勝科凱基14購01,
030142,圓展凱基12購01,030143,拓凱凱基12購01,
030144,新唐凱基0C購01,030145,立積凱基0A購02,
030146,眾達凱基12購01,030147,界霖凱基12購01,
030148,松翰凱基0A購04,030149,達運凱基12購01,
03014Q,恒指麥證04售05,03014X,元展14,
030150,安集凱基12購01,030151,臺股指凱基11購04,
030152,台積電富邦0C購02,030153,義隆富邦0B購01,
030154,大立光富邦0B購03,030155,玉晶光富邦0C購01,
030156,新唐富邦0A購01,030157,中鴻中信0B購01,
030158,精英中信0B購01,030159,強茂中信0A購02,
03015Q,恒指麥證04售06,03015X,元展15,
030160,宏達電中信0B購01,030161,新興中信0A購01,
030162,國光生中信0A購01,030163,聚鼎中信0A購01,
030164,威鋒電中信0A購01,030165,宏泰國泰0C購01,
030166,中鋼構國泰0C購01,030167,鼎元國泰0C購01,
030168,嘉晶國泰0C購01,030169,益登國泰0C購01,
03016Q,恒指麥證05售03,03016X,元展16,
030170,揚明光國泰0C購01,030171,揚明光國泰0C購02,
030172,國光生國泰0C購01,030173,國光生國泰12購01,
030174,康普國泰0C購01,030175,安普新國泰0C購01,
030176,威鋒電國泰0C購01,030177,華新兆豐0A購01,
030178,台玻兆豐0B購01,030179,中鴻兆豐0A購02,
03017Q,恒指麥證05售04,03017X,元展17,
030180,智邦兆豐0B購01,030181,英業達兆豐0A購01,
030182,凌陽兆豐0B購01,030183,友達兆豐0B購02,
030184,景碩兆豐0B購01,030185,彩晶兆豐0A購01,
030186,帆宣兆豐0A購01,030187,上証2X凱基12購01,
030188,元黃金凱基0B購01,030189,滬深2X凱基12購01,
03018Q,恒指麥證06售03,030190,大成凱基0A購01,
030191,佳格凱基0A購01,030192,宏泰凱基0A購01,
030193,宏泰凱基0C購01,030194,台玻凱基0B購01,
030195,台玻凱基0C購01,030196,中鋼構凱基0A購01,
030197,南帝凱基0A購03,030198,鑫永銓凱基0A購01,
030199,中環凱基0A購01,03019Q,恒指麥證06售04,
03019X,元展19,030200,中環凱基0C購01,
030201,群光凱基0A購01,030202,群光凱基0C購01,
030203,南亞科凱基0A購01,030204,鼎元凱基0A購01,
